Annual_Salary,Total_Deductions,Taxable_Income,Rent_Paid,Investment_80C,Medical_Insurance_80D,NPS_Contribution_80CCD,Home_Loan_Interest_24b,Donations_80G,Groceries,Utilities,Entertainment,Healthcare,label
794030.0,255978.0,488052.0,129812.0,74816.0,47216.0,29703.0,100000.0,4243.0,96158.0,48658.0,73990.0,81565.0,0
1386420.0,416561.0,919859.0,320016.0,118570.0,48994.0,35228.0,200000.0,13769.0,72035.0,42311.0,61295.0,66806.0,0
1428455.0,1074084.0946666426,304370.9053333574,113243.0,101754.0,3961.0,45760.0,0.0,913341.0946666427,72914.0,76170.0,94605.0,62625.0,1
1195543.0,167618.0,977925.0,1101940.470754312,99303.0,18019.0,28967.0,0.0,21329.0,70567.0,75023.0,72299.0,68312.0,1
1485244.0,285919.0,1149325.0,379855.0,134345.0,21031.0,17696.0,100000.0,12847.0,35080.0,92455.0,99262.0,85268.0,0
1129497.0,183588.0,895909.0,1320283.9837074392,116841.0,28369.0,18122.0,0.0,20256.0,88066.0,24243.0,71123.0,58028.0,1
859297.0,161772.0,647525.0,319779.0,27197.0,21267.0,11523.0,100000.0,1785.0,94005.0,53852.0,58403.0,21232.0,0
1468392.0,32108.0,1386284.0,349150.0,336.0,9927.0,3228.0,0.0,18617.0,86125.0,47225.0,40042.0,60096.0,0
1299885.0,126630.0,1123255.0,179239.0,29493.0,45283.0,40537.0,0.0,11317.0,82941.0,92095.0,90011.0,44489.0,0
479973.0,158587.0,271386.0,313820.0,105982.0,8531.0,37268.0,0.0,6806.0,47086.0,25176.0,92694.0,73443.0,0
1459622.0,1304282.8880950962,105339.11190490378,304834.0,49170.0,2176.0,29424.0,200000.0,6533.0,77179.0,54771.0,32259.0,60327.0,1
1790281.0,407501.0,1332780.0,383136.0,123728.0,30908.0,32363.0,200000.0,20502.0,30320.0,19537.0,55811.0,96746.0,0
1829551.0,141685.0,1637866.0,276103.0,78958.0,34217.0,5602.0,0.0,22908.0,53337.0,31341.0,35859.0,55802.0,0
576076.0,306009.0,220067.0,98135.0,44825.0,32284.0,16149.0,200000.0,12751.0,74828.0,33473.0,89396.0,89111.0,0
961165.0,135481.0,775684.0,235159.0,101407.0,390.0,32919.0,0.0,765.0,74253.0,88074.0,54805.0,24003.0,0
451745.0,414799.0,0.0,145794.0,139784.0,18816.0,45747.0,200000.0,10452.0,45299.0,50102.0,25793.0,93661.0,0
1115080.0,138960.0,926120.0,198325.0,93405.0,15886.0,12197.0,0.0,17472.0,30216.0,38778.0,39087.0,95064.0,0
2138993.0,1817077.8078925847,271915.1921074153,123309.0,117449.0,18690.0,20045.0,0.0,22821.0,60217.0,19254.0,34159.0,81606.0,1
786594.0,164362.61503619456,572231.3849638054,344803.0,199715.61503619456,9673.0,5618.0,0.0,14830.0,45171.0,95231.0,32672.0,84122.0,1
2229553.0,435482.0,1744071.0,238175.0,147839.0,18748.0,44229.0,200000.0,24666.0,42075.0,58825.0,79968.0,52094.0,0
1784775.0,245060.0,1489715.0,365521.0,81982.0,28747.0,10570.0,100000.0,23761.0,25913.0,43387.0,52456.0,39092.0,0
1120488.0,234168.0,836320.0,232008.0,109388.0,507.0,153.0,100000.0,24120.0,85733.0,64111.0,44381.0,45541.0,0
1414920.0,104247.0,1260673.0,253824.0,50516.0,8307.0,25363.0,0.0,20061.0,56334.0,47849.0,90143.0,42972.0,0
1064180.0,61260.0,952920.0,80138.0,4234.0,33783.0,1551.0,0.0,21692.0,94868.0,32772.0,37805.0,68535.0,0
1721509.0,313543.0,1357966.0,123472.0,76361.0,4906.0,32264.0,200000.0,12.0,57387.0,32579.0,97920.0,38266.0,0
2186921.0,143881.0,1993040.0,114518.0,94776.0,32764.0,5753.0,0.0,10588.0,29294.0,54624.0,34792.0,51490.0,0
570102.0,174467.0,345635.0,208557.0,30676.0,24846.0,11549.0,100000.0,7396.0,32274.0,30730.0,99707.0,56900.0,0
1588554.0,56683.0,1481871.0,323588.0,23929.0,3917.0,5204.0,0.0,23633.0,37498.0,85953.0,63206.0,85349.0,0
1993445.0,224622.0,1718823.0,98800.0,143888.0,41777.0,37203.0,0.0,1754.0,67891.0,42072.0,82717.0,95463.0,0
1364918.0,211231.0,1103687.0,85451.0,65727.0,9782.0,26111.0,100000.0,9611.0,96382.0,55096.0,27453.0,97275.0,0
949239.0,940824.8251398101,0.0,240761.0,131742.0,14859.0,4897.0,200000.0,569824.8251398101,70507.0,80311.0,82121.0,51924.0,1
900315.0,261092.0,589223.0,368793.0,65618.0,23799.0,47411.0,100000.0,24264.0,77753.0,88289.0,86167.0,31767.0,0
878446.0,288313.0,540133.0,293981.0,10751.0,28310.0,44414.0,200000.0,4838.0,80742.0,97826.0,69581.0,54873.0,0
1948229.0,140624.0,1757605.0,378335.0,122226.0,11706.0,5190.0,0.0,1502.0,63050.0,32714.0,57814.0,91553.0,0
1778369.0,343796.01428793377,1384572.9857120663,141215.0,286829.01428793377,692.0,39779.0,100000.0,9475.0,40040.0,34967.0,70322.0,53975.0,1
1096358.0,137708.0,908650.0,255767.0,76848.0,5543.0,35693.0,0.0,19624.0,81049.0,42159.0,47779.0,79107.0,0
1643131.0,363498.0,1229633.0,114773.0,82569.0,31086.0,26636.0,200000.0,23207.0,66905.0,94994.0,88804.0,22453.0,0
2316545.0,247044.0,2019501.0,238117.0,82806.0,26140.0,28412.0,100000.0,9686.0,70164.0,65479.0,60778.0,63944.0,0
1141426.0,141768.0,949658.0,225639.0,81132.0,1609.0,49723.0,0.0,9304.0,65406.0,80813.0,95648.0,36925.0,0
1655564.0,149252.0,1456312.0,358432.0,62260.0,25416.0,45246.0,0.0,16330.0,55612.0,89569.0,77397.0,68727.0,0
556498.0,223066.0,283432.0,219227.0,89959.0,15310.0,17199.0,100000.0,598.0,31044.0,56978.0,36781.0,33938.0,0
1665040.0,177602.0,1437438.0,98658.0,111435.0,47133.0,3786.0,0.0,15248.0,75948.0,90651.0,77197.0,70814.0,0
2494529.0,179944.0,2264585.0,165744.0,31954.0,6477.0,37494.0,100000.0,4019.0,37766.0,68036.0,40928.0,54903.0,0
2400896.0,320965.02679261786,2029930.973207382,149286.0,207572.0267926179,23576.0,38328.0,100000.0,2486.0,101349.0,28330.0,99234.0,20502.0,1
1378039.0,234898.0,1093141.0,90651.0,101948.0,3982.0,23474.0,100000.0,5494.0,101335.0,52324.0,27178.0,77131.0,0
948884.0,171912.0,726972.0,357561.0,77963.0,33073.0,43965.0,0.0,16911.0,31785.0,75360.0,39761.0,76598.0,0
1193719.0,94086.0,1049633.0,297770.0,12226.0,38687.0,38871.0,0.0,4302.0,82383.0,71411.0,78266.0,50213.0,0
1078250.0,192005.0,836245.0,267771.0,114589.0,49052.0,26532.0,0.0,1832.0,21553.0,34112.0,55689.0,29281.0,0
2155692.0,151998.0,1953694.0,112955.0,104927.0,15960.0,15927.0,0.0,15184.0,59980.0,63711.0,26001.0,80422.0,0
867010.0,713661.3663894746,103348.6336105254,226108.0,92268.0,406.0,490.0,100000.0,502644.36638947454,41127.0,69338.0,69688.0,57617.0,1
2159555.0,1827723.5873287404,281831.4126712596,146418.0,54319.0,32083.0,4567.0,100000.0,11885.0,40897.0,49955.0,56893.0,47099.0,1
400126.0,227311.0,122815.0,190155.0,41243.0,34785.0,29769.0,100000.0,21514.0,41733.0,46441.0,73954.0,45633.0,0
2313722.0,163346.0,2100376.0,143232.0,78257.0,36824.0,25538.0,0.0,22727.0,23679.0,21830.0,77111.0,84190.0,0
958924.0,145479.0,763445.0,384006.0,44516.0,46435.0,34886.0,0.0,19642.0,72064.0,36766.0,26454.0,100133.0,0
1929297.0,154757.0,1724540.0,288139.0,110138.0,1587.0,42939.0,0.0,93.0,59770.0,76622.0,45764.0,33179.0,0
1345439.0,120706.0,1174733.0,206060.0,43954.0,13907.0,48517.0,0.0,14328.0,99928.0,101164.0,25111.0,69525.0,0
794583.0,172601.0,571982.0,247849.0,1961.0,11781.0,39434.0,100000.0,19425.0,71437.0,39507.0,33805.0,91829.0,0
2133309.0,389436.0,1693873.0,338864.0,69166.0,49281.0,47662.0,200000.0,23327.0,61830.0,96438.0,23698.0,54405.0,0
1262557.0,207168.0,1005389.0,1288369.1159085988,131060.0,17387.0,34924.0,0.0,23797.0,25338.0,30410.0,38427.0,97772.0,1
1323780.0,195183.0,1078597.0,154218.0,45536.0,24594.0,13147.0,100000.0,11906.0,28126.0,52804.0,97626.0,59355.0,0
865757.0,565916.46191787,249840.53808213002,231165.0,80059.0,12242.0,17380.0,0.0,447048.4619178699,98623.0,92824.0,25529.0,71778.0,1
2058987.0,1361608.3474225528,647378.6525774472,241475.0,192.0,20426.0,15960.0,0.0,1314492.3474225528,89567.0,56495.0,70758.0,43897.0,1
1764133.0,219451.0,1494682.0,98489.0,148036.0,20922.0,42049.0,0.0,8444.0,68573.0,86855.0,50270.0,37283.0,0
1121384.0,297392.0,773992.0,167893.0,35944.0,5506.0,34899.0,200000.0,21043.0,75484.0,53594.0,39170.0,28521.0,0
790719.0,122778.0,617941.0,288559.0,44942.0,32528.0,40801.0,0.0,4507.0,98316.0,81990.0,81354.0,31401.0,0
778892.0,165360.0,563532.0,390925.0,87051.0,13598.0,45201.0,0.0,19510.0,97293.0,96792.0,56862.0,22276.0,0
2179240.0,104029.0,2025211.0,236044.0,57124.0,10762.0,33434.0,0.0,2709.0,32065.0,72669.0,58266.0,78848.0,0
994604.0,287773.8715829899,656830.1284170102,319719.0,238953.87158298987,35328.0,33324.0,0.0,16077.0,89379.0,55048.0,38199.0,42660.0,1
2208322.0,398175.0,1760147.0,346357.0,141407.0,21164.0,15479.0,200000.0,20125.0,68531.0,34016.0,70604.0,84778.0,0
2130228.0,324296.0,1755932.0,321324.0,37228.0,42230.0,24466.0,200000.0,20372.0,84074.0,75443.0,84112.0,98862.0,0
1022605.0,120204.0,852401.0,318083.0,72779.0,7370.0,21811.0,0.0,18244.0,77142.0,37278.0,53046.0,23770.0,0
1757133.0,1583797.701072605,123335.2989273949,385505.0,13780.0,28805.0,2244.0,0.0,23593.0,29542.0,39567.0,70062.0,46591.0,1
505228.0,303671.0,151557.0,235394.0,64286.0,37371.0,1301.0,200000.0,713.0,61115.0,34502.0,40245.0,56613.0,0
2251317.0,283207.0,1918110.0,135350.0,66788.0,4386.0,11468.0,200000.0,565.0,36127.0,68329.0,91951.0,74236.0,0
1109662.0,176521.0,883141.0,139766.0,25525.0,12853.0,29491.0,100000.0,8652.0,69680.0,33241.0,53211.0,79227.0,0
2364956.0,2745858.7874601926,0.0,279919.0,149329.0,46142.0,28350.0,100000.0,19209.0,72156.0,45469.0,81363.0,88495.0,1
803119.0,796244.3012351848,0.0,353734.0,117269.0,34036.0,13276.0,200000.0,406848.3012351848,77888.0,42169.0,45625.0,54351.0,1
786594.0,114647.0,621947.0,344803.0,84526.0,9673.0,5618.0,0.0,14830.0,45171.0,95231.0,32672.0,84122.0,0
2239765.0,1370175.0106876998,819589.9893123002,359687.0,5039.0,24816.0,46805.0,200000.0,1083202.0106876998,28183.0,85541.0,74287.0,44416.0,1
1594682.0,1184448.6447280864,360233.3552719136,111852.0,85774.0,8848.0,20923.0,200000.0,849371.6447280864,24736.0,41552.0,70904.0,27419.0,1
1436580.0,258037.0,1128543.0,210351.0,147705.0,45926.0,47116.0,0.0,17290.0,88899.0,87707.0,82265.0,38229.0,0
971650.0,294649.0,627001.0,332419.0,37327.0,37292.0,5622.0,200000.0,14408.0,33830.0,85456.0,84476.0,86484.0,0
1273172.0,180719.0,1042453.0,350931.0,104245.0,44641.0,15905.0,0.0,15928.0,82775.0,90219.0,73756.0,37955.0,0
2408960.0,92236.0,2266724.0,304605.0,49393.0,35733.0,2716.0,0.0,4394.0,32789.0,89670.0,63852.0,65089.0,0
1387471.0,119421.0,1218050.0,110099.0,67766.0,28112.0,20224.0,0.0,3319.0,91692.0,37520.0,72568.0,99675.0,0
1570439.0,283748.0,1236691.0,1596286.5643947064,146621.0,27843.0,6447.0,100000.0,2837.0,84961.0,18551.0,27349.0,70575.0,1
803119.0,389396.0,363723.0,353734.0,117269.0,34036.0,13276.0,200000.0,24815.0,77888.0,42169.0,45625.0,54351.0,0
960696.0,402007.0,508689.0,190659.0,141727.0,2537.0,35967.0,200000.0,21776.0,41490.0,21941.0,21412.0,85878.0,0
788349.0,91777.0,646572.0,177136.0,51707.0,2123.0,15689.0,0.0,22258.0,64439.0,77274.0,75985.0,51118.0,0
718408.0,126244.0,542164.0,359713.0,78513.0,25933.0,798.0,0.0,21000.0,48590.0,46386.0,94836.0,40036.0,0
2001596.0,99585.0,1852011.0,380135.0,15088.0,46326.0,20918.0,0.0,17253.0,48660.0,43632.0,24296.0,31506.0,0
2338900.0,334031.0,1954869.0,196656.0,73788.0,39567.0,893.0,200000.0,19783.0,94347.0,20959.0,20251.0,66727.0,0
1617078.0,326484.0,1240594.0,310147.0,70821.0,45430.0,178.0,200000.0,10055.0,71383.0,23471.0,33667.0,55469.0,0
2342811.0,300669.83057311515,1992141.169426885,103091.0,282266.83057311515,10846.0,37011.0,0.0,6610.0,63945.0,53040.0,69095.0,27984.0,1
668512.0,207610.0,410902.0,137505.0,135203.0,42037.0,7382.0,0.0,22988.0,30474.0,19670.0,86489.0,94000.0,0
1129497.0,183588.0,895909.0,262885.0,116841.0,28369.0,18122.0,0.0,20256.0,88066.0,24243.0,71123.0,58028.0,0
950222.0,305614.0,594608.0,369768.0,137686.0,33078.0,25425.0,100000.0,9425.0,88964.0,21272.0,58544.0,32197.0,0
1745766.0,313125.0,1382641.0,178934.0,140090.0,39133.0,20085.0,100000.0,13817.0,68270.0,72891.0,91078.0,73352.0,0
724912.0,647387.2262161486,27524.773783851415,320891.0,127006.0,32157.0,16727.0,100000.0,2022.0,42339.0,67630.0,83047.0,58720.0,1
447057.0,379282.0,17775.0,144200.0,106616.0,22692.0,46407.0,200000.0,3567.0,98607.0,72307.0,39978.0,93080.0,0
919777.0,827573.9825344897,42203.01746551029,238763.0,99555.0,46418.0,23706.0,0.0,4001.0,68233.0,40253.0,98981.0,46681.0,1
2350961.0,224915.0,2076046.0,191668.0,39850.0,47234.0,33302.0,100000.0,4529.0,34106.0,79415.0,81162.0,64488.0,0
802732.0,306437.0,446295.0,336910.0,116525.0,20955.0,44243.0,100000.0,24714.0,29485.0,49286.0,33648.0,93980.0,0
1570365.0,221700.0,1298665.0,330100.0,84607.0,320.0,34758.0,100000.0,2015.0,73611.0,37580.0,72492.0,72612.0,0
1571459.0,1567241.1888641252,0.0,217488.0,58002.0,10283.0,11440.0,200000.0,9933.0,63571.0,87427.0,61148.0,74466.0,1
783152.0,380416.0,352736.0,134245.0,103998.0,38965.0,25791.0,200000.0,11662.0,79312.0,54562.0,26476.0,95480.0,0
1676647.0,271790.0,1354857.0,277227.0,23666.0,12466.0,21637.0,200000.0,14021.0,51662.0,74852.0,80281.0,68433.0,0
2165982.0,348215.0,1767767.0,203106.0,83014.0,28931.0,16075.0,200000.0,20195.0,32580.0,83123.0,69839.0,90280.0,0
1062784.0,652738.5138716999,360045.4861283001,160811.0,12192.0,12254.0,45240.0,100000.0,475279.5138716999,78451.0,69058.0,52899.0,45059.0,1
2408960.0,2685435.739371021,0.0,304605.0,49393.0,35733.0,2716.0,0.0,4394.0,32789.0,89670.0,63852.0,65089.0,1
698512.0,35049.0,613463.0,384748.0,10278.0,20176.0,1605.0,0.0,2990.0,81055.0,94096.0,89862.0,34133.0,0
645546.0,144782.0,450764.0,686123.6104840533,53664.0,33189.0,43617.0,0.0,14312.0,76905.0,88121.0,81378.0,96460.0,1
1312727.0,345571.0,917156.0,86142.0,45913.0,43646.0,36547.0,200000.0,19465.0,57356.0,94737.0,83362.0,68298.0,0
1026045.0,288422.0,687623.0,266740.0,132702.0,8947.0,37394.0,100000.0,9379.0,48883.0,97599.0,84545.0,86356.0,0
447057.0,503666.7126680012,0.0,144200.0,106616.0,22692.0,46407.0,200000.0,3567.0,98607.0,72307.0,39978.0,93080.0,1
1599670.0,242568.0,1307102.0,1124111.971380329,65982.0,22490.0,44755.0,100000.0,9341.0,58879.0,21726.0,79036.0,99758.0,1
628504.0,124065.0,454439.0,686975.0800618933,23199.0,46686.0,48222.0,0.0,5958.0,85510.0,54081.0,38522.0,67931.0,1
2133693.0,183036.0,1900657.0,263043.0,123683.0,11087.0,42818.0,0.0,5448.0,51737.0,67507.0,55964.0,34910.0,0
1368452.0,228785.0,1089667.0,104045.0,52953.0,20173.0,38650.0,100000.0,17009.0,63630.0,40881.0,68957.0,51523.0,0
1141426.0,219351.98565450995,872074.01434549,225639.0,227583.98565450995,1609.0,49723.0,0.0,9304.0,65406.0,80813.0,95648.0,36925.0,1
1786652.0,1520879.3912188117,215772.60878118826,259838.0,84425.0,2035.0,11360.0,0.0,636.0,83953.0,22988.0,95602.0,63273.0,1
946237.0,836620.6169730211,59616.38302697893,154071.0,7812.0,25464.0,1079.0,100000.0,697788.6169730211,32522.0,55026.0,21282.0,23937.0,1
858298.0,180277.0,628021.0,88605.0,131040.0,34753.0,1230.0,0.0,13254.0,40034.0,64032.0,69546.0,80091.0,0
1836536.0,211507.8135502382,1575028.1864497617,106654.0,261946.8135502382,47080.0,5840.0,0.0,20025.0,32364.0,94566.0,32392.0,87574.0,1
958221.0,262738.0,645483.0,146093.0,14683.0,41486.0,5583.0,200000.0,986.0,41764.0,92942.0,44634.0,86475.0,0
1778369.0,206967.0,1521402.0,141215.0,57021.0,692.0,39779.0,100000.0,9475.0,40040.0,34967.0,70322.0,53975.0,0
1717191.0,115187.0,1552004.0,172764.0,44041.0,38220.0,8738.0,0.0,24188.0,32913.0,89575.0,43224.0,33310.0,0
2362165.0,251896.0,2060269.0,230158.0,13261.0,12748.0,25783.0,200000.0,104.0,94739.0,27895.0,25848.0,36929.0,0
1051406.0,93437.0,907969.0,876334.1070143976,15735.0,33040.0,20906.0,0.0,23756.0,38689.0,39201.0,95835.0,32982.0,1
1224690.0,165970.0,1008720.0,394925.0,1014.0,32006.0,21493.0,100000.0,11457.0,77397.0,84824.0,73566.0,86692.0,0
1705794.0,233141.0,1422653.0,399972.0,126479.0,41574.0,43894.0,0.0,21194.0,93985.0,48984.0,52552.0,32757.0,0
1292964.0,184277.0,1058687.0,352647.0,90880.0,45098.0,29245.0,0.0,19054.0,63464.0,26057.0,45540.0,38434.0,0
1980677.0,307221.0,1623456.0,267450.0,19610.0,39099.0,48467.0,200000.0,45.0,51790.0,71091.0,21820.0,50918.0,0
1627165.0,182044.0,1395121.0,395261.0,127314.0,38736.0,15323.0,0.0,671.0,58982.0,48818.0,45767.0,76065.0,0
2498404.0,170801.0,2277603.0,85774.0,15523.0,33776.0,19037.0,100000.0,2465.0,24210.0,61976.0,41159.0,46878.0,0
867010.0,211017.0,605993.0,226108.0,92268.0,406.0,490.0,100000.0,17853.0,41127.0,69338.0,69688.0,57617.0,0
1526825.0,1395973.2651267464,80851.73487325362,223521.0,79818.0,4042.0,35525.0,200000.0,1060658.2651267464,77017.0,35381.0,81335.0,62123.0,1
683707.0,247822.0,385885.0,213296.0,108106.0,24489.0,3225.0,100000.0,12002.0,32401.0,37923.0,38560.0,90194.0,0
1964718.0,180870.0,1733848.0,327199.0,25963.0,2077.0,41821.0,100000.0,11009.0,82610.0,49247.0,79059.0,39589.0,0
842061.0,189000.0,603061.0,191041.0,101154.0,39522.0,47892.0,0.0,432.0,68808.0,93516.0,77187.0,93404.0,0
2069595.0,324287.0,1695308.0,323236.0,143697.0,22831.0,35139.0,100000.0,22620.0,86650.0,82428.0,23081.0,99038.0,0
1472647.0,289081.40893527324,1133565.5910647267,260231.0,241846.40893527324,30140.0,9943.0,0.0,9491.0,18864.0,84848.0,53400.0,34757.0,1
1686936.0,1664925.939760511,0.0,282346.0,135699.0,19041.0,40544.0,0.0,3614.0,50349.0,86953.0,59285.0,75410.0,1
604615.0,95530.0,459085.0,236951.0,37405.0,29092.0,13799.0,0.0,15234.0,31183.0,40954.0,68659.0,81722.0,0
1378080.0,182470.0,1145610.0,352355.0,44757.0,12070.0,4575.0,100000.0,21068.0,71791.0,81012.0,61271.0,37088.0,0
1881235.0,87652.0,1743583.0,261196.0,20789.0,46714.0,14259.0,0.0,5890.0,58231.0,55791.0,33459.0,100288.0,0
2287106.0,163863.0,2073243.0,371940.0,88151.0,42904.0,20028.0,0.0,12780.0,17234.0,100858.0,57181.0,65446.0,0
1125495.0,161121.0,914374.0,192217.0,95408.0,6411.0,39779.0,0.0,19523.0,25753.0,81010.0,37988.0,33438.0,0
872327.0,269573.0,552754.0,228049.0,88835.0,34172.0,42267.0,100000.0,4299.0,42127.0,81950.0,91472.0,35275.0,0
1196657.0,287639.0,859018.0,192911.0,29963.0,29793.0,5499.0,200000.0,22384.0,64145.0,57389.0,44388.0,25514.0,0
1743276.0,50199.0,1643077.0,225051.0,19692.0,4675.0,22614.0,0.0,3218.0,68266.0,33476.0,98434.0,57219.0,0
1005409.0,190273.0,765136.0,297144.0,25939.0,23382.0,32574.0,100000.0,8378.0,52769.0,61447.0,30125.0,50844.0,0
1426553.0,1471071.2773047586,0.0,363970.0,110986.0,10900.0,2410.0,0.0,15343.0,75763.0,60145.0,60209.0,86381.0,1
1924350.0,216006.0,1658344.0,147843.0,133682.0,41637.0,17750.0,0.0,22937.0,47934.0,99409.0,90355.0,30351.0,0
1386420.0,503984.61102778045,832435.3889722195,320016.0,237423.61102778043,48994.0,35228.0,200000.0,13769.0,72035.0,42311.0,61295.0,66806.0,1
1721509.0,1712321.8785851484,0.0,123472.0,76361.0,4906.0,32264.0,200000.0,12.0,57387.0,32579.0,97920.0,38266.0,1
1231460.0,727497.6474526454,453962.35254735465,193613.0,34693.0,5573.0,33266.0,100000.0,543518.6474526454,87914.0,59378.0,51533.0,34420.0,1
2255619.0,208933.0,1996686.0,234455.0,55633.0,10589.0,40581.0,100000.0,2130.0,31117.0,27399.0,37756.0,84506.0,0
2444491.0,266584.0,2127907.0,148803.0,109814.0,4675.0,44659.0,100000.0,7436.0,72881.0,81796.0,62096.0,48244.0,0
426734.0,340959.0,35775.0,211717.0,75225.0,44036.0,18324.0,200000.0,3374.0,94247.0,72699.0,60770.0,43934.0,0
1353959.0,1613686.6156465372,0.0,356091.0,128467.0,49759.0,23283.0,0.0,12616.0,50223.0,80988.0,72905.0,47107.0,1
2255619.0,2021781.7373802857,183837.26261971425,234455.0,55633.0,10589.0,40581.0,100000.0,2130.0,31117.0,27399.0,37756.0,84506.0,1
717348.0,186697.0,480651.0,103989.0,103751.0,38244.0,27718.0,0.0,16984.0,44281.0,29304.0,54167.0,61040.0,0
